databaseId	name	imageUrl	cardBack	type	Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
ST2E-EN10A10	"The Doctor Emergency Medical Hologram *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A10.jpg	red_card_back	Personnel	"The Doctor Emergency Medical Hologram *A"	"CL"	"ST2E-EN10A10"	"A"	"Y"	"10A010"	"Personnel"	"4"	""	""	""	""	""	"Federation"	"[Voy]"	""	""	""	"Hologram"	"Biology Exobiology 2 Medical Science"	"6"	"6"	"7"	"7"	"5"	"5"	"When your [Voy] personnel present is about to be killed by a dilemma that costs 3 or more, you may discard two cards from hand to stop that personnel instead."	"Y"
st2e-en10102a	"The Viceroy Advisor to the Praetor *A"	https://www.trekcc.org/2e/cardimages/st2e-en10102a.jpg	red_card_back	Personnel	"The Viceroy Advisor to the Praetor *A"	"CL"	"st2e-en10102a"	"A"	"Y"	"10A011"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	""	""	"Reman"	"Biology Diplomacy Medical Telepathy Treachery"	"3"	"3"	"6"	"6"	"7"	"7"	"When an opponent plays an event, you may discard a Romulan from hand to download an event. You may only do this once each turn."	"Y"
ST2E-EN10A12	"Charles Tucker III Chief Engineer *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A12.jpg	red_card_back	Personnel	"Charles Tucker III Chief Engineer *A"	"CL"	"ST2E-EN10A12"	"A"	"Y"	"10A012"	"Personnel"	"2"	""	""	""	""	""	"Starfleet"	"[Cmd][Pa]"	""	""	""	"Human"	"Archaeology Engineer Programming Transporters"	"6"	"6"	"6"	"6"	"6"	"6"	"While this personnel is facing a dilemma and the first mission you completed this game was a space mission, you may stop this personnel to replace all levels of any one skill in that dilemma's requirements with 2 Engineer. You may do this only once each turn."	"Y"
ST2E-EN10A13	"U.S.S. Defiant Patrolling Warship *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A13.jpg	red_card_back	Ship	"U.S.S. Defiant Patrolling Warship *A"	"CL"	"ST2E-EN10A13"	"A"	"Y"	"10A013"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[DS9]"	"[Cmd][Cmd][Cmd][Stf]"	"Cloaking Device."	"Defiant Class"	""	""	"8"	"8"	"10"	"10"	"10"	"10"	"When an opponent's ship moves to this mission, if this ship's Commander is aboard it, that opponent's ship is stopped."	"Y"
ST2E-EN10A14	"U.S.S. Enterprise-C Yesterday's Enterprise *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A14.jpg	red_card_back	Ship	"U.S.S. Enterprise-C Yesterday's Enterprise *A"	"CL"	"ST2E-EN10A14"	"A"	"Y"	"10A014"	"Ship"	"5"	""	""	""	""	""	"Federation"	"[E][Pa]"	"[Cmd][Stf][Stf]"	""	"Ambassador Class"	""	""	"8"	"8"	"7"	"7"	"8"	"8"	"When you complete a [Kli] mission, if this ship is at that mission, score 5 points."	"Y"
st2e-en10111ab	"U.S.S. Enterprise-E Flagship of the Federation *A"	https://www.trekcc.org/2e/cardimages/st2e-en10111ab.jpg	red_card_back	Ship	"U.S.S. Enterprise-E Flagship of the Federation *A"	"CL"	"st2e-en10111ab"	"A"	"Y"	"10A015"	"Ship"	"7"	""	""	""	""	""	"Federation"	"[TNG]"	"[Cmd][Cmd][Stf][Stf]"	""	"Sovereign Class"	""	""	"9"	"9"	"9"	"9"	"9"	"9"	"When you play this ship, for each [TNG] Leadership personnel at this mission, this ship is cost -1. Order - Stop your [Fed] Diplomacy personnel aboard this ship and return your event with no cards on it to its owner's hand to have each opponent return one of his or her events with no cards on it to its owner's hand."	"Y"
ST2E-EN10A16	"U.S.S. Yangtzee Kiang Modified Transport *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A16.jpg	red_card_back	Ship	"U.S.S. Yangtzee Kiang Modified Transport *A"	"CL"	"ST2E-EN10A16"	"A"	"Y"	"10A016"	"Ship"	"3"	""	""	""	""	""	"Federation"	"[DS9]"	"[Stf]"	""	"Danube Class"	""	""	"3"	"3"	"3"	"3"	"3"	"3"	"While you command eight or more personnel aboard this ship, it is Range -3. When this ship is about to move between your headquarters mission and a non-headquarters mission, subtract 1 from the Range required. Order - Discard two events from hand to make this ship Range +2 until the end of this turn."	"Y"
ST2E-EN10A17	"Quark's Treasure Sabotaged Shuttle *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A17.jpg	red_card_back	Ship	"Quark's Treasure Sabotaged Shuttle *A"	"CL"	"ST2E-EN10A17"	"A"	"Y"	"10A017"	"Ship"	"5"	""	""	""	""	""	"Ferengi"	""	"[Stf][Stf]"	""	"Na'Far Class"	""	""	"7"	"7"	"5"	"5"	"6"	"6"	"Order - If this ship has its Commander aboard it, lose 5 points to take an additional turn after this one. At the end of that turn, you lose the game."	"Y"
ST2E-EN10A18	"Columbia The Second Warp Five Ship *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN10A18.jpg	red_card_back	Ship	"Columbia The Second Warp Five Ship *A"	"CL"	"ST2E-EN10A18"	"A"	"Y"	"10A018"	"Ship"	"4"	""	""	""	""	""	"Starfleet"	"[Pa]"	"[Cmd]"	""	"NX Class"	""	""	"6"	"6"	"5"	"5"	"5"	"5"	"While the first mission you completed this game was a space mission, this ship is attributes +1. While a personnel aboard this ship is facing a dilemma, you may discard a card from hand to have that personnel gain Astrometrics or Science until the end of the mission attempt."	"Y"
ST2E-EN12A01	"No Kill I *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A01.jpg	red_card_back	Dilemma	"No Kill I *A"	"TV"	"ST2E-EN12A01"	"A"	"N"	"12A001"	"Dilemma"	"2"	"P"	"P"	""	""	""	""	""	""	"Consume: 3."	""	""	""	""	""	""	""	""	""	"All your personnel are stopped."	"Y"
ST2E-EN12A02	"Psychokinetic Control *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A02.jpg	red_card_back	Dilemma	"Psychokinetic Control *A"	"TV"	"ST2E-EN12A02"	"A"	"N"	"12A002"	"Dilemma"	"0"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. Each personnel at this mission loses each skill he or she has gained. Each personnel cannot gain skills. Each personnel cannot increase his or her attributes. At the end of this mission attempt, this dilemma is overcome."	"Y"
ST2E-EN12A03	"Swashbuckler at Heart *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A03.jpg	red_card_back	Dilemma	"Swashbuckler at Heart *A"	"TV"	"ST2E-EN12A03"	"A"	"N"	"12A003"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Reveal your hand and place each interrupt revealed this way on top of your deck in any order. Your opponent draws up to two cards."	"Y"
ST2E-EN12A04	"Vian Test *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A04.jpg	red_card_back	Dilemma	"Vian Test *A"	"TV"	"ST2E-EN12A04"	"A"	"N"	"12A004"	"Dilemma"	"5"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Choose a personnel to place in your opponent's brig. If that personnel is non-unique, your opponent draws up to three cards."	"Y"
ST2E-EN12A05	"James T. Kirk Highly-Decorated Captain *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A05.jpg	red_card_back	Personnel	"James T. Kirk Highly-Decorated Captain *A"	"TV"	"ST2E-EN12A05"	"A"	"Y"	"12A005"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa]"	""	"Commander: U.S.S. Enterprise."	""	"Human"	"Diplomacy Honor Leadership Officer"	"7"	"7"	"6"	"6"	"6"	"6"	"You may play this personnel at cost +3 to download two cards. Those cards must be [TOS], Assault, Maneuver, Pursuit, or Temporal cards."	"Y"
ST2E-EN12A06	"Leonard H. McCoy Chief Medical Officer *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A06.jpg	red_card_back	Personnel	"Leonard H. McCoy Chief Medical Officer *A"	"TV"	"ST2E-EN12A06"	"A"	"Y"	"12A006"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][TOS][Pa]"	""	""	""	"Human"	"Biology Exobiology Honor Medical"	"7"	"7"	"6"	"6"	"5"	"5"	"You may play this personnel at cost +3 to take two dilemmas you own from beneath an opponent's mission and return them to your dilemma pile."	"N"
ST2E-EN12A07	"Seven of Nine Efficient Analyst *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A07.jpg	red_card_back	Personnel	"Seven of Nine Efficient Analyst *A"	"TV"	"ST2E-EN12A07"	"A"	"Y"	"12A007"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Borg"	"Astrometrics Engineer Programming Science"	"5"	"5"	"7"	"7"	"6"	"6"	"Order - Examine the top two cards of your deck. Replace those cards in any order. Order - Exchange a card in hand with the top card of your deck."	"Y"
ST2E-EN12A08	"Spock Science Officer *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A08.jpg	red_card_back	Personnel	"Spock Science Officer *A"	"TV"	"ST2E-EN12A08"	"A"	"Y"	"12A008"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa]"	""	""	""	"Human/Vulcan"	"Astrometrics Engineer Programming 2 Science"	"6"	"6"	"8"	"8"	"7"	"7"	"You may play this personnel at cost +2 to examine the top four dilemmas of an opponent's dilemma pile and remove one from the game. Replace the remaining cards in the same order."	"Y"
ST2E-EN12A09	"Kang Vigilant Commander *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A09.jpg	red_card_back	Personnel	"Kang Vigilant Commander *A"	"TV"	"ST2E-EN12A09"	"A"	"Y"	"12A009"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Cmd][Pa]"	""	""	""	"Klingon"	"Honor Leadership Officer Physics Security"	"6"	"6"	"6"	"6"	"8"	"8"	"When you play this personnel, if you command two [Pa] Klingons, this personnel is cost -2. While facing a dilemma, each of your Klingons present is Integrity +2."	"N"
ST2E-EN12A10	"Koloth Ingratiating Captain *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A10.jpg	red_card_back	Personnel	"Koloth Ingratiating Captain *A"	"TV"	"ST2E-EN12A10"	"A"	"Y"	"12A010"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Cmd][Pa]"	""	""	""	"Klingon"	"Diplomacy Exobiology Honor Medical Officer"	"7"	"7"	"6"	"6"	"8"	"8"	"When you play this personnel, if you command two [Pa] Klingons, this personnel is cost -2. While facing a dilemma, each of your Klingons present is Cunning +2."	"N"
ST2E-EN12A11	"Kor Courageous Governor *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A11.jpg	red_card_back	Personnel	"Kor Courageous Governor *A"	"TV"	"ST2E-EN12A11"	"A"	"Y"	"12A011"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Cmd][Pa]"	""	""	""	"Klingon"	"Anthropology Honor Law Leadership Officer"	"6"	"6"	"6"	"6"	"8"	"8"	"When you play this personnel, if you command two [Pa] Klingons, this personnel is cost -2. While facing a dilemma, each of your Klingons present is Strength +1."	"Y"
ST2E-EN12A12a	"Dukat Pah-Wraith Puppet *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A12a.jpg	red_card_back	Personnel	"Dukat Pah-Wraith Puppet *A"	"TV"	"ST2E-EN12A12a"	"A"	"Y"	"12A012"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	"[Cmd]"	""	""	""	"Cardassian"	"Transporters 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"While you have no cards in your discard pile, this personnel is Cunning +4, Strength +4, and cannot be killed by dilemmas. Order - Examine and remove two cards in a player's discard pile from the game. You may do this only once each turn."	"N"
ST2E-EN12A13	"Khan Noonien Singh Bold Man *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A13.jpg	red_card_back	Personnel	"Khan Noonien Singh Bold Man *A"	"TV"	"ST2E-EN12A13"	"A"	"Y"	"12A013"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa]"	""	"Genetically Enhanced."	""	"Human"	"Engineer Programming 2 Treachery"	"2"	"2"	"8"	"8"	"8"	"8"	"This personnel is the corresponding Commander of your unique ship that he is aboard."	"Y"
ST2E-EN12A14	"Charvanek Neutral Zone Commander *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A14.jpg	red_card_back	Personnel	"Charvanek Neutral Zone Commander *A"	"TV"	"ST2E-EN12A14"	"A"	"Y"	"12A014"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd][Pa]"	""	""	""	"Romulan"	"Diplomacy Leadership Officer Science"	"5"	"5"	"6"	"6"	"5"	"5"	"When you play this personnel, reveal an opponent's hand. For each personnel revealed, this personnel is cost -1. When this personnel is an eligible target for a random selection, you may choose one: exclude her from that selection; or exclude a [Pa][Rom] personnel present from that selection."	"Y"
ST2E-EN12A15	"Keras Creature of Duty *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A15.jpg	red_card_back	Personnel	"Keras Creature of Duty *A"	"TV"	"ST2E-EN12A15"	"A"	"Y"	"12A015"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd][Pa]"	""	"Commander: Gal Gath'thong."	""	"Romulan"	"Anthropology Honor Leadership Security"	"6"	"6"	"6"	"6"	"6"	"6"	"At the start of each of your turns, you may choose an opponent and name a card. That opponent searches his or her deck, places the named card in his or her hand, and shuffles his or her deck."	"Y"
ST2E-EN12A16	"Delta Flyer Innovative Vessel *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A16.jpg	red_card_back	Ship	"Delta Flyer Innovative Vessel *A"	"TV"	"ST2E-EN12A16"	"A"	"Y"	"12A016"	"Ship"	"4"	""	""	""	""	""	"Federation"	"[Voy]"	"[Stf][Stf]"	""	"Delta Flyer Class"	""	""	"10"	"10"	"7"	"7"	"7"	"7"	"While you do not command a headquarters mission, you may play this ship at the same mission as your {U.S.S. Voyager}. Personnel aboard this ship cannot attempt missions."	"Y"
ST2E-EN12A17	"U.S.S. Enterprise Beautiful Lady *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12A17.jpg	red_card_back	Ship	"U.S.S. Enterprise Beautiful Lady *A"	"TV"	"ST2E-EN12A17"	"A"	"Y"	"12A017"	"Ship"	"3"	""	""	""	""	""	"Federation"	"[TOS][Pa]"	"[Cmd][Stf]"	""	"Constitution Class"	""	""	"8"	"8"	"6"	"6"	"6"	"6"	"To play this ship, you must command four [TOS] personnel. You may play this ship at cost +4 to score 5 points."	"Y"
ST2E-EN12122ab	"Gal Gath'thong Pride of the Praetor *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN12122ab.jpg	red_card_back	Ship	"Gal Gath'thong Pride of the Praetor *A"	"TV"	"ST2E-EN12122ab"	"A"	"Y"	"12A018"	"Ship"	"4"	""	""	""	""	""	"Romulan"	"[Pa]"	"[Cmd][Cmd]"	"Cloaking Device."	"Bird-of-Prey Class"	""	""	"7"	"7"	"6"	"6"	"6"	"6"	"To play this ship, you must command two [Pa][Rom] personnel. When you move this ship from an opponent's mission, if this ship's Commander is aboard, that opponent must discard two cards from hand (limit two cards per turn)."	"Y"
ST2E-EN13A01	"Chula: The Dice *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A01.jpg	red_card_back	Dilemma	"Chula: The Dice *A"	"IMD"	"ST2E-EN13A01"	"A"	"N"	"13A001"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have a personnel with Integrity>6, a second personnel with Cunning>6, and a third personnel with Strength>6, all your personnel are stopped."	"Y"
ST2E-EN13A02	"Paranoid Escape *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A02.jpg	red_card_back	Dilemma	"Paranoid Escape *A"	"IMD"	"ST2E-EN13A02"	"A"	"N"	"13A002"	"Dilemma"	"4"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. Randomly select a personnel to be removed from the game. You cannot play cards that have the same title as that personnel. When you complete this mission, put the personnel removed from the game in his or her owner's hand and this dilemma is overcome."	"Y"
ST2E-EN13A03	"The Dal'Rok *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A03.jpg	red_card_back	Dilemma	"The Dal'Rok *A"	"IMD"	"ST2E-EN13A03"	"A"	"N"	"13A003"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless your personnel have a total cost>17, for each headquarters mission you command, randomly select a personnel to be killed and this dilemma returns to its owner's dilemma pile."	"Y"
ST2E-EN13A04	"Temporal Flux Energy Ribbon *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A04.jpg	red_card_back	Event	"Temporal Flux Energy Ribbon *A"	"IMD"	"ST2E-EN13A04"	"A"	"Y"	"13A004"	"Event"	"3"	""	""	""	""	""	""	""	""	"Temporal."	""	""	""	""	""	""	""	""	""	"Plays on a mission. At the start of each player's turn, that player removes a personnel he or she commands at this mission from the game and moves this event to a different mission. When this event is placed on a headquarters mission, remove it from the game."	"Y"
ST2E-EN13A05	"Elim Garak Crafty Underling *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A05.jpg	red_card_back	Personnel	"Elim Garak Crafty Underling *A"	"IMD"	"ST2E-EN13A05"	"A"	"Y"	"13A005"	"Personnel"	"4"	""	""	""	""	""	"Cardassian"	"[Cmd][AU]"	""	""	""	"Cardassian"	"Anthropology Law 2 Security 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When you play this personnel, if you command a Treachery personnel, he is cost -1. While this personnel is attempting a mission, you may discard an [AU] card from hand to make him gain a skill of your choice until the end of that mission attempt."	"N"
ST2E-EN13A06	"Gor Thot *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A06.jpg	red_card_back	Personnel	"Gor Thot *A"	"IMD"	"ST2E-EN13A06"	"A"	"Y"	"13A006"	"Personnel"	"4"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"General."	""	"Breen"	"Archaeology Geology Law Leadership Officer"	"4"	"4"	"7"	"7"	"7"	"7"	"When you play this personnel, name 1, 2 or 3. Until the start of your next turn, each player cannot play cards that have a cost equal to the named number."	"Y"
ST2E-EN13A07	"Pran Thot *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A07.jpg	red_card_back	Personnel	"Pran Thot *A"	"IMD"	"ST2E-EN13A07"	"A"	"Y"	"13A007"	"Personnel"	"4"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Commander: Tykk. General."	""	"Breen"	"Engineer Leadership Medical Navigation Officer Physics"	"6"	"6"	"7"	"7"	"7"	"7"	"When you play this personnel, each player discards any number of cards from hand that have a total cost of 4 or more. If a player cannot, he or she discards his or her entire hand."	"Y"
ST2E-EN13A08	"James T. Kirk Brutal Barbarian *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A08.jpg	red_card_back	Personnel	"James T. Kirk Brutal Barbarian *A"	"IMD"	"ST2E-EN13A08"	"A"	"Y"	"13A008"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa][AU]"	""	""	""	"Human"	"Law 2 Leadership Officer 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"While you command an [AU] personnel, you may play this personnel at cost +2 to have him gain any skill of your choice and make each of your [AU] personnel attributes +1 until the end of this turn."	"Y"
ST2E-EN13A09	"Spock Man of Integrity *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A09.jpg	red_card_back	Personnel	"Spock Man of Integrity *A"	"IMD"	"ST2E-EN13A09"	"A"	"Y"	"13A009"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][TOS][Pa][AU]"	""	""	""	"Human/Vulcan"	"Engineer Honor Programming Science Transporters"	"6"	"6"	"8"	"8"	"7"	"7"	"While you command an [AU] personnel, you may play this personnel at cost +2 to make each player place a personnel from hand on a headquarters mission where that personnel could be played."	"Y"
ST2E-EN13A10	"Worf Defiant Commander *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A10.jpg	red_card_back	Personnel	"Worf Defiant Commander *A"	"IMD"	"ST2E-EN13A10"	"A"	"Y"	"13A010"	"Personnel"	"4"	""	""	""	""	""	"Federation"	"[Cmd][DS9]"	""	"Commander: U.S.S. Defiant."	""	"Klingon"	"Diplomacy 2 Honor Leadership Officer"	"8"	"8"	"5"	"5"	"8"	"8"	"Each of your personnel present who has a cost of 4 or more is attributes +1."	"Y"
ST2E-EN13A11	"Slar Gorn Slave Master *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A11.jpg	red_card_back	Personnel	"Slar Gorn Slave Master *A"	"IMD"	"ST2E-EN13A11"	"A"	"Y"	"13A011"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa][AU]"	""	""	""	"Gorn"	"2 Engineer Physics Programming Security Treachery"	"2"	"2"	"3"	"3"	"3"	"3"	"This personnel is Cunning +1 and Strength +1 for each [AU] personnel present."	"Y"
ST2E-EN13A12	"Jonathan Archer Covetous Commander *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A12.jpg	red_card_back	Personnel	"Jonathan Archer Covetous Commander *A"	"IMD"	"ST2E-EN13A12"	"A"	"Y"	"13A012"	"Personnel"	"4"	""	""	""	""	""	"Starfleet"	"[Cmd][Pa][AU]"	""	"Commander: I.S.S. Enterprise."	""	"Human"	"Astrometrics Leadership Navigation Officer Security 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When this personnel uses a skill to complete a mission, if you have no cards in hand, score 5 points. You may do this only once each turn. Order - Discard a card from hand to download {Watch Dog}."	"Y"
ST2E-EN13A13	"T'Pol Not a Slave *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A13.jpg	red_card_back	Personnel	"T'Pol Not a Slave *A"	"IMD"	"ST2E-EN13A13"	"A"	"Y"	"13A013"	"Personnel"	"4"	""	""	""	""	""	"Starfleet"	"[Cmd][Pa][AU]"	""	""	""	"Vulcan"	"Anthropology Astrometrics Engineer Leadership Officer Programming Science"	"4"	"4"	"7"	"7"	"6"	"6"	"When you play this personnel, if you command an Officer personnel, this personnel is cost -1. While you have no cards in hand, this personnel is attributes +1."	"Y"
st2e-en13116a	"Tykk *A"	https://www.trekcc.org/2e/cardimages/st2e-en13116a.jpg	red_card_back	Ship	"Tykk *A"	"IMD"	"st2e-en13116a"	"A"	"Y"	"13A014"	"Ship"	"6"	""	""	""	""	""	"Dominion"	""	"[Cmd][Stf][Stf]"	""	"Breen Warship Class"	""	""	"8"	"8"	"9"	"9"	"9"	"9"	"You may play Breen personnel aboard this ship. When a Breen personnel aboard this ship is involved in an engagement you win, you may place a [Dom] personnel with a cost of 4 or more from hand aboard this ship."	"Y"
ST2E-EN13A15	"U.S.S. Lakota Modified Starship *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A15.jpg	red_card_back	Ship	"U.S.S. Lakota Modified Starship *A"	"IMD"	"ST2E-EN13A15"	"A"	"Y"	"13A015"	"Ship"	"5"	""	""	""	""	""	"Federation"	"[E]"	"[Stf][Stf][Stf]"	""	"Excelsior Class"	""	""	"8"	"8"	"7"	"7"	"7"	"7"	"This ship is attributes +2 for each corresponding Commander aboard it."	"Y"
ST2E-EN13A16	"Defiant Mirror Warship *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A16.jpg	red_card_back	Ship	"Defiant Mirror Warship *A"	"IMD"	"ST2E-EN13A16"	"A"	"Y"	"13A016"	"Ship"	"7"	""	""	""	""	""	"Non-Aligned"	"[AU]"	"[Cmd][Cmd][Cmd][Stf]"	""	"Defiant Class"	""	""	"8"	"8"	"10"	"10"	"10"	"10"	"To play this ship, you must command three [AU] personnel. When you play this ship, you may discard any number of cards from hand. This ship is cost -1 for each card discarded this way."	"Y"
ST2E-EN13A17	"Phoenix Risen From the Ashes *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A17.jpg	red_card_back	Ship	"Phoenix Risen From the Ashes *A"	"IMD"	"ST2E-EN13A17"	"A"	"Y"	"13A017"	"Ship"	"3"	""	""	""	""	""	"Non-Aligned"	"[Pa]"	"[Stf]"	""	"Phoenix Class"	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"While this ship is at a non-headquarters mission and does not have a Damage marker on it, each of your opponents needs an additional 10 points to win the game."	"Y"
ST2E-EN13A18	"I.S.S. Enterprise Terran Flagship *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN13A18.jpg	red_card_back	Ship	"I.S.S. Enterprise Terran Flagship *A"	"IMD"	"ST2E-EN13A18"	"A"	"Y"	"13A018"	"Ship"	"4"	""	""	""	""	""	"Starfleet"	"[Pa][AU]"	"[Cmd]"	"Cloaking Device."	"NX Class"	""	""	"6"	"6"	"5"	"5"	"5"	"5"	"To play this ship, you must command three [AU] personnel. You do not need to spend all your counters on your turns. While you have no cards in your hand, this ship is Range +2."	"Y"
ST2E-EN14A01	"The Clown: Guillotine *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN14A01.jpg	red_card_back	Dilemma	"The Clown: Guillotine *A"	"WYLB"	"ST2E-EN14A01"	"A"	"N"	"14A001"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	"Consume: 3."	""	""	""	""	""	""	""	""	""	"Your opponent names a skill. Randomly select a personnel with that skill. Unless that personnel has an attribute>6, randomly select a second personnel with that skill. Each selected personnel is killed and this dilemma returns to its owner's dilemma pile."	"N"
ST2E-EN14A02	"Clarity *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN14A02.jpg	red_card_back	Event	"Clarity *A"	"WYLB"	"ST2E-EN14A02"	"A"	"Y"	"14A002"	"Event"	"2"	""	""	""	""	""	""	""	""	"Morph. Shape-shifter."	""	""	""	""	""	""	""	""	""	"To play this event, you must command two Founders. Plays in your core. When your Consume dilemma places any number of dilemmas beneath an opponent's mission, you may destroy this event to choose one of those dilemmas and return it to your dilemma pile."	"Y"
WYLB030ab	"Ghost Stories *A"	https://www.trekcc.org/2e/cardimages/WYLB030ab.jpg	red_card_back	Event	"Ghost Stories *A"	"WYLB"	"WYLB030ab"	"A"	"Y"	"14A003"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When you play this event, name a non-dual dilemma. Your copies of that dilemma have: Persistent. (When your personnel complete this mission, this dilemma's owner may discard a non-personnel card from hand to return this dilemma to his or her dilemma pile.)"	"Y"
ST2E-EN14A04	"U.S.S. Enterprise-J *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN14A04.jpg	red_card_back	Event	"U.S.S. Enterprise-J *A"	"WYLB"	"ST2E-EN14A04"	"A"	"Y"	"14A004"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. Each of your personnel at a mission that is worth 40 or more points is attributes +1."	"N"
ST2E-EN14A05	"Data Tempted by Flesh *A"	https://www.trekcc.org/2e/cardimages/ST2E-EN14A05.jpg	red_card_back	Personnel	"Data Tempted by Flesh *A"	"WYLB"	"ST2E-EN14A05"	"A"	"Y"	"14A005"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Cmd]"	""	""	""	"Android/Borg"	"Astrometrics 2 Engineer Exobiology 2 Programming Science Treachery"	"3"	"3"	"10"	"10"	"10"	"10"	"At the start of each of your turns, you may return this personnel to your hand. If you do not, remove this personnel from the game."	"Y"
